Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,GrLivArea_LotArea_ratio,TotalSF,TotalBath,Age,MSZoning_encoded,Street_encoded,Alley_encoded,LotShape_encoded,LandContour_encoded
43,85,RL,69.0,9180,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,5,7,1983,1983,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,747,LwQ,93,0,840,GasA,Gd,Y,SBrkr,884,0,0,884,1,0,1,0,2,1,Gd,5,Typ,0,Gd,Attchd,1983.0,RFn,2,504,TA,Gd,Y,240,0,0,0,0,0,Gd,MnPrv,Shed,0,12,2007,WD,Normal,144000,0.09628580764622591,884,1.0,41,0,0,0,1,0
44,20,RL,69.0,9200,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1980,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,CBlock,Gd,TA,Av,LwQ,280,BLQ,491,167,938,GasA,TA,Y,SBrkr,938,0,0,938,1,0,1,0,3,1,TA,5,Typ,0,Gd,Detchd,1977.0,Unf,1,308,TA,TA,Y,145,0,0,0,0,0,Gd,MnPrv,Shed,0,7,2008,WD,Normal,130250,0.10194544071296598,938,1.0,49,0,0,0,1,0
45,20,RL,70.0,7945,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,ALQ,179,BLQ,506,465,1150,GasA,Ex,Y,FuseA,1150,0,0,1150,1,0,1,0,3,1,TA,6,Typ,0,Gd,Attchd,1959.0,RFn,1,300,TA,TA,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,5,2006,WD,Normal,141000,0.14472690661968285,1150,1.0,65,0,0,0,0,0
46,120,RL,61.0,7658,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,412.0,Ex,TA,PConc,Ex,TA,No,GLQ,456,Unf,0,1296,1752,GasA,Ex,Y,SBrkr,1752,0,0,1752,1,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2005.0,RFn,2,576,TA,TA,Y,196,82,0,0,0,0,Gd,MnPrv,Shed,0,2,2010,WD,Normal,319900,0.22875048962005484,1752,2.0,19,0,0,0,0,0
47,50,RL,48.0,12822,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,1351,Unf,0,83,1434,GasA,Ex,Y,SBrkr,1518,631,0,2149,1,0,1,1,1,1,Gd,6,Typ,1,Ex,Attchd,2003.0,RFn,2,670,TA,TA,Y,168,43,0,0,198,0,Gd,MnPrv,Shed,0,8,2009,WD,Abnorml,239686,0.16758948763939796,2149,1.5,21,0,0,0,1,0
48,20,FV,84.0,11096,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,0,1632,1656,GasA,Ex,Y,SBrkr,1656,0,0,1656,0,0,2,0,3,1,Gd,7,Typ,0,Gd,Attchd,2006.0,RFn,3,826,TA,TA,Y,0,146,0,0,0,0,Gd,MnPrv,Shed,0,7,2007,WD,Normal,249700,0.1492295214922952,1656,2.0,18,3,0,0,0,0
49,190,RM,33.0,4456,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,5,1920,2008,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,736,736,GasA,Gd,Y,SBrkr,736,716,0,1452,0,0,2,0,2,3,TA,8,Typ,0,Gd,Attchd,1980.0,Unf,0,0,TA,TA,N,0,0,102,0,0,0,Gd,MnPrv,Shed,0,6,2009,New,Partial,113000,0.32577967242539824,1452,2.0,104,1,0,0,0,0
50,20,RL,66.0,7742,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,BLQ,763,Unf,0,192,955,GasA,Ex,Y,SBrkr,955,0,0,955,1,0,1,0,3,1,TA,6,Typ,0,Gd,Attchd,1966.0,Unf,1,386,TA,TA,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,1,2007,WD,Normal,127000,0.12333720780059408,955,1.0,58,0,0,0,0,0
51,60,RL,69.0,13869,Pave,Grvl,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,182,Unf,0,612,794,GasA,Gd,Y,SBrkr,794,676,0,1470,0,1,2,0,3,1,TA,6,Typ,0,Gd,Attchd,1997.0,Fin,2,388,TA,TA,Y,0,75,0,0,0,0,Gd,MnPrv,Shed,0,7,2007,WD,Normal,177000,0.10598413842826243,1470,2.0,27,0,0,0,2,0
52,50,RM,52.0,6240,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,816,816,GasA,TA,Y,SBrkr,816,0,360,1176,0,0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,1985.0,Unf,2,528,TA,TA,Y,112,0,0,0,0,0,Gd,MnPrv,Shed,400,9,2006,WD,Normal,114500,0.18843134113122897,816,1.0,90,1,0,0,0,0
53,90,RM,110.0,8472,Grvl,Grvl,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,Fa,TA,CBlock,Gd,TA,Gd,LwQ,104,GLQ,712,0,816,GasA,TA,N,SBrkr,816,0,0,816,1,0,1,0,2,1,TA,5,Typ,0,Gd,CarPort,1963.0,Unf,2,516,TA,TA,Y,106,0,0,0,0,0,Gd,MnPrv,Shed,0,5,2010,WD,Normal,110000,0.09630591289979937,816,1.0,61,1,1,0,2,1
54,20,RL,68.0,50271,Pave,Grvl,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,BrkFace,0.0,Gd,TA,CBlock,Ex,TA,Gd,GLQ,1810,Unf,0,32,1842,GasA,Gd,Y,SBrkr,1842,0,0,1842,2,0,0,1,0,1,Gd,5,Typ,1,Gd,Attchd,1981.0,Fin,3,894,TA,TA,Y,857,72,0,0,0,0,Gd,MnPrv,Shed,0,11,2006,WD,Normal,385000,0.036640674729471676,1842,0.5,43,0,0,0,1,2
55,80,RL,60.0,7134,Pave,Grvl,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,ALQ,384,Unf,0,0,384,GasA,TA,Y,SBrkr,1360,0,0,1360,0,0,1,0,3,1,TA,6,Min1,1,TA,Detchd,1962.0,Unf,2,572,TA,TA,Y,0,50,0,0,0,0,Gd,MnPrv,Shed,0,2,2007,WD,Normal,130000,0.19060967063770148,1360,1.0,69,0,0,0,0,1
56,20,RL,100.0,10175,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,TA,TA,CBlock,TA,TA,No,BLQ,490,Unf,0,935,1425,GasA,Gd,Y,SBrkr,1425,0,0,1425,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1964.0,RFn,2,576,TA,TA,Y,0,0,0,407,0,0,Gd,MnPrv,Shed,0,7,2008,WD,Normal,180500,0.14003537735849056,1425,2.0,60,0,0,0,1,0
57,160,FV,24.0,2645,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,GLQ,649,Unf,0,321,970,GasA,Ex,Y,SBrkr,983,756,0,1739,1,0,2,1,3,1,Gd,7,Typ,0,Gd,Attchd,1999.0,Fin,2,480,TA,TA,Y,115,0,0,0,0,0,Gd,MnPrv,Shed,0,8,2009,WD,Abnorml,172500,0.6572184429327287,1739,2.5,25,3,0,1,0,0
58,60,RL,89.0,11645,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,860,860,GasA,Ex,Y,SBrkr,860,860,0,1720,0,0,2,1,3,1,Gd,7,Typ,0,Gd,Attchd,2004.0,RFn,2,565,TA,TA,Y,0,70,0,0,0,0,Gd,MnPrv,Shed,0,8,2006,WD,Normal,196500,0.14769019405804568,1720,2.5,20,0,0,0,1,0
59,60,RL,66.0,13682,Pave,Grvl,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,1410,1410,GasA,Ex,Y,SBrkr,1426,1519,0,2945,0,0,3,1,3,1,Gd,10,Typ,1,Gd,BuiltIn,2006.0,Fin,3,641,TA,TA,Y,192,0,37,0,0,0,Gd,MnPrv,Shed,0,10,2006,New,Partial,438780,0.21523057808960022,2945,3.5,18,0,0,0,2,3
60,20,RL,60.0,7200,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,632,Unf,0,148,780,GasA,Ex,Y,SBrkr,780,0,0,780,0,0,1,0,2,1,TA,4,Typ,0,Gd,Detchd,1973.0,Unf,1,352,TA,TA,Y,196,0,0,0,0,0,Gd,MnPrv,Shed,0,1,2008,WD,Normal,124900,0.1083182891265102,780,1.0,52,0,0,0,0,1
61,20,RL,63.0,13072,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,PConc,Gd,TA,No,ALQ,941,Unf,0,217,1158,GasA,Ex,Y,SBrkr,1158,0,0,1158,1,0,1,1,3,1,Gd,5,Typ,0,Gd,Detchd,2006.0,Unf,2,576,TA,TA,Y,0,50,0,0,0,0,Gd,MnPrv,Shed,0,5,2006,New,Partial,158000,0.08857951503097988,1158,1.5,20,0,0,0,0,0
62,75,RM,60.0,7200,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,530,530,GasA,TA,N,SBrkr,581,530,0,1111,0,0,1,0,3,1,Fa,6,Typ,0,Gd,Detchd,1935.0,Unf,1,288,TA,TA,N,0,0,144,0,0,0,Gd,MnPrv,Shed,0,3,2007,WD,Normal,101000,0.15428412720455492,1111,1.0,104,1,0,0,0,0
63,120,RL,44.0,6442,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24,Unf,0,1346,1370,GasA,Ex,Y,SBrkr,1370,0,0,1370,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2,484,TA,TA,Y,120,49,0,0,0,0,Gd,MnPrv,Shed,0,10,2007,WD,Normal,202500,0.21263386621139221,1370,2.0,18,0,0,0,1,0
64,70,RM,50.0,10300,Pave,Grvl,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,BrkFace,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,576,576,GasA,Gd,Y,SBrkr,902,808,0,1710,0,0,2,0,3,1,TA,9,Typ,0,Gd,Detchd,1990.0,Unf,2,480,TA,TA,Y,12,11,64,0,0,0,Gd,GdPrv,Shed,0,4,2010,WD,Normal,140000,0.1660033006504223,1710,2.0,103,1,0,0,1,1
65,60,RL,69.0,9375,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,TA,TA,PConc,Gd,TA,No,GLQ,739,Unf,0,318,1057,GasA,Ex,Y,SBrkr,1057,977,0,2034,1,0,2,1,3,1,Gd,8,Typ,0,Gd,Attchd,1998.0,RFn,2,645,TA,TA,Y,576,36,0,0,0,0,Gd,GdPrv,Shed,0,2,2009,WD,Normal,219500,0.21693686006825938,2034,2.5,27,0,0,0,0,0
66,60,RL,76.0,9591,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1143,1143,GasA,Ex,Y,SBrkr,1143,1330,0,2473,0,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2004.0,RFn,3,852,TA,TA,Y,192,151,0,0,0,0,Gd,MnPrv,Shed,0,10,2007,WD,Normal,317000,0.25781901584653877,2473,2.5,20,0,0,0,0,0
67,20,RL,69.0,19900,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,912,Unf,0,1035,1947,GasA,TA,Y,SBrkr,2207,0,0,2207,1,0,2,0,3,1,TA,7,Min1,1,Gd,Attchd,1970.0,RFn,2,576,TA,TA,Y,301,0,0,0,0,0,Gd,MnPrv,Shed,0,7,2010,WD,Normal,180000,0.11089894980151752,2207,2.0,54,0,0,0,0,0
68,20,RL,72.0,10665,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1013,Unf,0,440,1453,GasA,Ex,Y,SBrkr,1479,0,0,1479,1,0,2,0,3,1,Gd,7,Typ,0,Gd,Attchd,2003.0,RFn,2,558,TA,TA,Y,144,29,0,0,0,0,Gd,MnPrv,Shed,0,6,2007,WD,Normal,226000,0.13866491655728483,1479,2.0,21,0,0,0,1,0
69,30,RM,47.0,4608,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,747,747,GasA,TA,Y,SBrkr,747,0,0,747,0,0,1,0,2,1,TA,4,Typ,0,Gd,Attchd,1945.0,Unf,1,220,TA,TA,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,6,2010,WD,Normal,80000,0.162074202646995,747,1.0,79,1,0,0,0,0
70,50,RL,81.0,15593,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,BrkFace,0.0,Gd,TA,CBlock,TA,TA,No,BLQ,603,Unf,0,701,1304,GasW,TA,Y,SBrkr,1304,983,0,2287,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1953.0,Fin,2,667,TA,TA,Y,0,21,114,0,0,0,Gd,MnPrv,Shed,0,7,2006,WD,Normal,225000,0.14665897139925613,2287,2.0,71,0,0,0,0,0
71,20,RL,95.0,13651,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,TA,Gd,CBlock,Gd,TA,Gd,ALQ,1880,Unf,0,343,2223,GasA,Ex,Y,SBrkr,2223,0,0,2223,1,0,2,0,3,1,TA,8,Typ,2,Gd,Attchd,1973.0,Fin,2,516,TA,TA,Y,300,0,0,0,0,0,Gd,MnPrv,Shed,0,2,2007,WD,Normal,244000,0.1628332845004395,2223,2.0,51,0,0,0,1,0
72,20,RL,69.0,7599,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,ALQ,565,Unf,0,280,845,GasA,TA,Y,SBrkr,845,0,0,845,1,0,1,0,2,1,TA,4,Typ,0,Gd,Detchd,1987.0,Unf,2,360,TA,TA,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,6,2007,WD,Normal,129500,0.11118421052631579,845,1.0,42,0,0,0,0,0
73,60,RL,74.0,10141,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,832,832,GasA,Gd,Y,SBrkr,885,833,0,1718,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1998.0,Fin,2,427,TA,TA,Y,0,94,0,0,291,0,Gd,MnPrv,Shed,0,12,2009,WD,Normal,185000,0.16939459672648394,1718,2.5,26,0,0,0,1,0
74,20,RL,85.0,10200,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,TA,TA,CBlock,TA,TA,No,ALQ,320,BLQ,362,404,1086,GasA,Gd,Y,SBrkr,1086,0,0,1086,1,0,1,0,3,1,TA,6,Typ,0,Gd,Attchd,1989.0,Unf,2,490,TA,TA,Y,0,0,0,0,0,0,Gd,GdWo,Shed,0,5,2010,WD,Normal,144900,0.10646015096559161,1086,1.0,70,0,0,0,0,0
75,50,RM,60.0,5790,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,Gd,CBlock,Fa,TA,No,Unf,0,Unf,0,840,840,GasA,Gd,N,SBrkr,840,765,0,1605,0,0,2,0,3,2,TA,8,Typ,0,Gd,Detchd,1915.0,Unf,1,379,TA,TA,Y,0,0,202,0,0,0,Gd,MnPrv,Shed,0,5,2010,WD,Normal,107400,0.2771542048005526,1605,2.0,109,1,0,0,0,0
76,180,RM,21.0,1596,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,BrkFace,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,462,Unf,0,0,462,GasA,TA,Y,SBrkr,526,462,0,988,1,0,1,0,2,1,TA,5,Typ,0,Gd,BuiltIn,1973.0,Unf,1,297,TA,TA,Y,120,101,0,0,0,0,Gd,GdWo,Shed,0,11,2009,WD,Normal,91000,0.6186599874765185,988,1.0,51,1,0,0,0,0
77,20,RL,69.0,8475,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,ALQ,228,Unf,0,724,952,GasA,Ex,Y,FuseA,952,0,0,952,0,0,1,0,2,1,TA,4,Typ,0,Gd,Detchd,1956.0,Unf,1,283,TA,TA,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,4,2008,WD,Normal,135750,0.1123171307220387,952,1.0,68,0,0,0,1,0
78,50,RM,50.0,8635,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,BLQ,336,GLQ,41,295,672,GasA,TA,Y,SBrkr,1072,213,0,1285,1,0,1,0,2,1,TA,6,Min1,0,Gd,Detchd,1948.0,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,1,2008,WD,Normal,127000,0.14879573876794813,1285,1.0,76,1,0,0,0,0
79,90,RL,72.0,10778,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1768,1768,GasA,TA,N,SBrkr,1768,0,0,1768,0,0,2,0,4,2,TA,8,Typ,0,Gd,Attchd,1980.0,Unf,0,0,TA,TA,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,4,2010,WD,Normal,136500,0.1640226366082197,1768,2.0,56,0,0,0,0,0
80,50,RM,60.0,10440,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,440,440,GasA,Gd,Y,SBrkr,682,548,0,1230,0,0,1,1,2,1,TA,5,Typ,0,Gd,Detchd,1966.0,Unf,2,440,TA,TA,Y,74,0,128,0,0,0,Gd,MnPrv,Shed,0,5,2009,WD,Normal,110000,0.11780480796858539,1230,1.5,114,1,0,0,0,0
81,60,RL,100.0,13000,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,TA,Gd,CBlock,Gd,TA,No,Rec,448,Unf,0,448,896,GasA,TA,Y,SBrkr,1182,960,0,2142,0,0,2,1,4,1,Gd,8,Typ,1,Gd,Attchd,1968.0,Fin,1,509,TA,TA,Y,0,72,0,0,252,0,Gd,MnPrv,Shed,0,6,2009,WD,Normal,193500,0.16475655718790863,2142,2.5,56,0,0,0,0,0
82,120,RM,32.0,4500,Pave,Grvl,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,TA,Gd,PConc,Ex,Gd,No,GLQ,1201,Unf,0,36,1237,GasA,Ex,Y,SBrkr,1337,0,0,1337,1,0,2,0,2,1,TA,5,Typ,0,Gd,Attchd,1998.0,Fin,2,405,TA,TA,Y,0,199,0,0,0,0,Gd,MnPrv,Shed,0,3,2006,WD,Normal,153500,0.29704510108864696,1337,2.0,26,1,0,0,0,0
83,20,RL,78.0,10206,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,TA,TA,PConc,Gd,TA,No,GLQ,33,Unf,0,1530,1563,GasA,Ex,Y,SBrkr,1563,0,0,1563,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2007.0,RFn,3,758,TA,TA,Y,144,99,0,0,0,0,Gd,MnPrv,Shed,0,10,2008,WD,Normal,245000,0.15313020476143824,1563,2.0,17,0,0,0,0,0
84,20,RL,80.0,8892,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1065,1065,GasA,Gd,Y,SBrkr,1065,0,0,1065,0,0,1,1,3,1,TA,6,Typ,0,Gd,Detchd,1974.0,Unf,2,461,TA,TA,Y,74,0,0,0,0,0,Gd,MnPrv,Shed,0,7,2007,COD,Normal,126500,0.11975711233554481,1065,1.5,64,0,0,0,1,0
85,80,RL,69.0,8530,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,384,384,GasA,Gd,Y,SBrkr,804,670,0,1474,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1995.0,Fin,2,400,TA,TA,Y,120,72,0,0,0,0,Gd,MnPrv,Shed,700,5,2009,WD,Normal,168500,0.1727816199742117,1474,2.5,29,0,0,0,1,0
86,60,RL,121.0,16059,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1288,1288,GasA,Ex,Y,SBrkr,1301,1116,0,2417,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1991.0,Unf,2,462,TA,TA,Y,127,82,0,0,0,0,Gd,MnPrv,Shed,0,4,2006,WD,Normal,260000,0.15049813200498133,2417,2.5,33,0,0,0,0,0
